WINE_ID,WINE_NM,WINE_AREA_NM,WINE_CTGRY,WINE_PRC
"11323","Philippe Pacalet Gevrey-Chambertin 2016","Pinot Noir from Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","110"
"11324","Philippe Pacalet Chassagne-Montrachet 2015","Chardonnay from Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France","white wine","125"
"11325","Philippe Pacalet Gevrey-Chambertin 2013","Pinot Noir from Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","100"
"11326","Philippe Pacalet Pommard 2015","Pinot Noir from Pommard, Cote de Beaune, Cote d'Or, Burgundy, France","red wine","100"
"11327","Philippe Pacalet Pommard 2016","Pinot Noir from Pommard, Cote de Beaune, Cote d'Or, Burgundy, France","red wine","110"
"11328","Philippe Pacalet Cornas 2014","Syrah/Shiraz from Cornas, Rhone, France","red wine","80"
"11329","Philippe Pacalet Gevrey-Chambertin 2015","Pinot Noir from Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","110"
"11330","Philippe Pacalet Nuits-Saint-Georges Rouge 2013","Pinot Noir from Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","100"
"11331","Philipponnat Royale Brut Reserve Rose","Rosé Sparkling Wine from Champagne, France","sparkling & champagne","84"
"11332","Philipponnat Royale Brut Reserve Rose (375ML half-bottle)","Rosé Sparkling Wine from Champagne, France","sparkling & champagne","44"
"11333","Philipponnat Royale Reserve Brut","Non-Vintage Sparkling Wine from Champagne, France","sparkling & champagne","67"
"11334","Piaggia Carmignano Riserva 2013","Sangiovese from Carmignano, Tuscany, Italy","red wine","40"
"11335","Piaggia Poggio de Colli 2015","Cabernet Franc from Tuscany, Italy","red wine","50"
"11336","Piaggia Il Sasso Camignano 2016","Other Red Blends from Carmignano, Tuscany, Italy","red wine","30"
"11337","Piancornello Brunello di Montalcino Riserva 2012","Sangiovese from Montalcino, Tuscany, Italy","red wine","98"
"11338","Piancornello Brunello di Montalcino 2013","Sangiovese from Montalcino, Tuscany, Italy","red wine","71"
"11339","Piancornello Rogheto 2016","Sangiovese from Tuscany, Italy","red wine","20"
"11340","Piattelli Premium Reserve Malbec 2016","Malbec from Mendoza, Argentina","red wine","17"
"11341","Piattelli Premium Cabernet Sauvignon 2016","Cabernet Sauvignon from Uco Valley, Mendoza, Argentina","red wine","16"
"11342","Piattelli Premium Cabernet Sauvignon 2011","Cabernet Sauvignon from Uco Valley, Mendoza, Argentina","red wine","16"
"11343","Picardy Wines Pemberton Merlot - Cabernet Sauvignon - Cabernet Franc 2013","Bordeaux Red Blends from Australia","red wine","40"
"11344","Picardy Wines Pemberton Merlot - Cabernet Sauvignon - Cabernet Franc 2012","Bordeaux Red Blends from Australia","red wine","35"
"11345","Picayune Cellars Sonoma Coast Pinot Noir 2015","Pinot Noir from Sonoma Coast, Sonoma County, California","red wine","33"
"11346","Picayune Cellars Sauvignon Blanc 2017","Sauvignon Blanc from North Coast, California","white wine","23"
"11347","Picayune Cellars Padlock 2015","Bordeaux Red Blends from Napa Valley, California","red wine","35"
"11348","Picayune Cellars Gatekeeper's Red 2015","Rhone Red Blends from North Coast, California","red wine","27"
"11349","Piccini Chianti Classico 2015","Sangiovese from Chianti Classico, Chianti, Tuscany, Italy","red wine","14"
"11350","Piccini Chianti 2017","Sangiovese from Chianti, Tuscany, Italy","red wine","10"
"11351","Piccini Memoro Rosso","Other Red Blends from Italy","red wine","11"
"11352","Piccini Prosecco","Non-Vintage Sparkling Wine from Prosecco, Italy","sparkling & champagne","16"
"11353","Picket Fence Russian River Chardonnay 2015","Chardonnay from Russian River, Sonoma County, California","white wine","17"
"11354","Picket Fence Alexander Valley Cabernet Sauvignon 2015","Cabernet Sauvignon from Alexander Valley, Sonoma County, California","red wine","18"
"11355","Picket Fence Russian River Pinot Noir 2016","Pinot Noir from Russian River, Sonoma County, California","red wine","18"
"11356","Picket Fence Alexander Valley Sauvignon Blanc 2014","Sauvignon Blanc from Alexander Valley, Sonoma County, California","white wine","13"
"11357","Pico Maccario Lavignone Rosato 2017","Rosé from Piedmont, Italy","pink and rosé","17"
"11358","Pico Maccario Lavignone Barbera D'Asti 2016","Barbera from Asti, Piedmont, Italy","red wine","16"
"11359","Piedrasassi Rim Rock Vineyard Syrah 2015","Syrah/Shiraz from Arroyo Grande Valley, Central Coast, California","red wine","70"
"11360","Piedrasassi Rim Rock Vineyard Syrah 2014","Syrah/Shiraz from Arroyo Grande Valley, Central Coast, California","red wine","70"
"11361","Piedrasassi Bien Nacido Vineyard Syrah 2015","Syrah/Shiraz from Santa Maria Valley, Central Coast, California","red wine","55"
"11362","Piedrasassi Sebastiano Vineyard Syrah 2015","Syrah/Shiraz from Santa Ynez Valley, Santa Barbara, Central Coast, California","red wine","57"
"11363","Piedrasassi P.S. Syrah 2017","Syrah/Shiraz from Santa Barbara, Central Coast, California","red wine","25"
"11364","Piedrasassi P.S. Syrah 2016","Syrah/Shiraz from Santa Barbara, Central Coast, California","red wine","26"
"11365","Pieropan Soave Classico 2017","Garganega from Soave, Veneto, Italy","white wine","20"
"11366","Pieropan Soave Classico La Rocca 2015","Garganega from Soave, Veneto, Italy","white wine","39"
"11367","Pieropan Soave Classico Calvarino 2016","Garganega from Soave, Veneto, Italy","white wine","40"
"11368","Pieropan Soave Classico La Rocca 2016","Garganega from Soave, Veneto, Italy","white wine","45"
"11369","Pierre Boniface Les Rocailles Brut de Savoie","Non-Vintage Sparkling Wine from France","sparkling & champagne","24"
"11370","Pierre Chainier 1749 Sauvignon Blanc 2017","Sauvignon Blanc from Loire, France","white wine","10"
"11371","Pierre Chainier 1749 Rose 2017","Rosé from Loire, France","pink and rosé","13"
"11372","Pierre de Lune 2010","Bordeaux Red Blends from St. Emilion, Bordeaux, France","red wine","45"
"11373","Pierre Dupond La Renjardiere Cotes du Rhone Rouge 2015","Rhone Red Blends from Cotes du Rhone, Rhone, France","red wine","14"
"11374","Pierre Gaillard Saint-Joseph Rouge 2016","Syrah/Shiraz from Saint-Joseph, Rhone, France","red wine","33"
"11375","Pierre Gaillard Jeanne Gaillard Syrah 2016","Syrah/Shiraz from Rhone, France","red wine","19"
"11376","Pierre Gaillard Operation Dragoon Cotes du Rhone 2015","Syrah/Shiraz from Cotes du Rhone, Rhone, France","red wine","20"
"11377","Pierre Gaillard Dans La Neige Rhone White 2015","Rhone White Blends from Rhone, France","white wine","29"
"11378","Pierre Gaillard Crozes-Hermitage Rouge 2014","Syrah/Shiraz from Crozes-Hermitage, Rhone, France","red wine","30"
"11379","Pierre Gaillard Saint-Joseph Rouge 2014","Syrah/Shiraz from Saint-Joseph, Rhone, France","red wine","33"
"11380","Pierre Gelin Fixin Premier Cru Clos Napoleon 2013","Pinot Noir from Fixin, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","75"
"11381","Pierre Gelin Gevrey Chambertin Clos de Meixvelle 2013","Pinot Noir from Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","75"
"11382","Pierre Gelin Fixin 2012","Pinot Noir from Fixin, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","49"
"11383","Pierre Gelin Gevrey Chambertin Clos de Meixvelle 2015","Pinot Noir from Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","69"
"11384","Pierre Gobillard Blanc de Blancs Brut","Non-Vintage Sparkling Wine from Champagne, France","sparkling & champagne","50"
"11385","Pierre Gobillard Rose Brut","Rosé Sparkling Wine from Champagne, France","sparkling & champagne","50"
"11386","Pierre Gobillard Brut","Non-Vintage Sparkling Wine from Champagne, France","sparkling & champagne","40"
"11387","Pierre Henri Morel Luberon Rouge 2014","Rhone Red Blends from Cotes du Rhone, Rhone, France","red wine","14"
"11388","Pierre Olivier Rose","Rosé Sparkling Wine from Burgundy, France","sparkling & champagne","19"
"11389","Pierre Olivier Blanc de Blanc Brut","Non-Vintage Sparkling Wine from Burgundy, France","sparkling & champagne","14"
"11390","Pierre Riffault Sancerre 2017","Sauvignon Blanc from Sancerre, Loire, France","white wine","22"
"11391","Pierre Sparr Pinot Gris 2015","Pinot Gris/Grigio from Alsace, France","white wine","20"
"11392","Pierre Sparr Pinot Blanc 2016","Pinot Blanc from Alsace, France","white wine","15"
"11393","Pierre Sparr Cremant d'Alsace Reserve Brut","Non-Vintage Sparkling Wine from Alsace, France","sparkling & champagne","21"
"11394","Pierre Sparr Cremant d'Alsace Reserve Brut Rose","Rosé Sparkling Wine from Alsace, France","sparkling & champagne","21"
"11395","Pierre Sparr Gewurztraminer 2016","Gewurztraminer from Alsace, France","white wine","20"
"11396","Pierre Sparr Alsace One 2016","Other White Blends from Alsace, France","white wine","17"
"11397","Pierre-Luc Bouchaud Pont Caffino Muscadet Sevre et Maine 2016","Melon de Bourgogne from Pays Nantais, Loire, France","white wine","14"
"11398","Pietra Santa Merlot 2012","Merlot from Cienega Valley, Central Coast, California","red wine","18"
"11399","Pietradolce Etna Rosato 2017","Rosé from Sicily, Italy","pink and rosé","24"
"11400","Pietradolce Etna Rosso 2017","Other Red Blends from Sicily, Italy","red wine","22"
"11401","Pietradolce Etna Bianco 2017","Other White Wine from Sicily, Italy","white wine","22"
"11402","Pietradolce Archineri Etna Rosso 2016","Other Red Blends from Sicily, Italy","red wine","39"
"11403","Pietradolce Archineri Etna Bianco 2017","Other White Wine from Sicily, Italy","white wine","44"
"11404","Pighin Pinot Grigio 2017","Pinot Gris/Grigio from Friuli-Venezia Giulia, Italy","white wine","14"
"11405","Pike Road Pinot Noir 2015","Pinot Noir from Willamette Valley, Oregon","red wine","20"
"11406","Pike Road Pinot Gris 2017","Pinot Gris/Grigio from Willamette Valley, Oregon","white wine","18"
"11407","Pikes Eastside Shiraz 2012","Syrah/Shiraz from Clare Valley, Australia","red wine","28"
"11408","Pikes Riesling Traditionale 2017","Riesling from Clare Valley, Australia","white wine","27"
"11409","Pikes Hills and Valleys Riesling 2017","Riesling from Clare Valley, Australia","white wine","19"
"11410","Pikes Los Companeros Shiraz/Tempranillo 2014","Other Red Blends from Clare Valley, Australia","red wine","17"
"11411","Pilgrim Godello 2016","Godello from Bierzo, Spain","white wine","25"
"11412","Pilgrim Mencia 2016","Mencia from Bierzo, Spain","red wine","17"
"11413","Pillow Rd. Pinot Noir 2015","Pinot Noir from Russian River, Sonoma County, California","red wine","52"
"11414","Pina Napa Valley Cahoots Cabernet Sauvignon 2014","Cabernet Sauvignon from Napa Valley, California","red wine","54"
"11415","Pina Napa Valley Firehouse Vineyard Rutherford Cabernet Sauvignon 2014","Cabernet Sauvignon from Rutherford, Napa Valley, California","red wine","80"
"11416","Pine Ridge Dijon Clone Carneros Chardonnay 2015","Chardonnay from Carneros, California","white wine","38"
"11417","Pine Ridge Stags Leap Cabernet Sauvignon 2013","Cabernet Sauvignon from Stags Leap District, Napa Valley, California","red wine","125"
"11418","Pine Ridge Fortis Cabernet Sauvignon 2014","Cabernet Sauvignon from Napa Valley, California","red wine","270"
"11419","Pine Ridge Chenin Blanc - Viognier 2017","Chenin Blanc from California","white wine","15"
"11420","Pine Ridge Napa Cabernet Sauvignon 2015","Cabernet Sauvignon from Napa Valley, California","red wine","65"
"11421","Pino Cellars Pinot Noir 2015","Pinot Noir from Oregon","red wine","17"
"11422","Pino Cellars Pinot Gris 2015","Pinot Gris/Grigio from Oregon","white wine","21"
"11423","Pinot Envy Willamette Valley Pinot Noir 2016","Pinot Noir from Willamette Valley, Oregon","red wine","28"
"11424","Pinot Patch Pinot Noir 2016","Pinot Noir from California","red wine","13"
"11425","Pintupi 9 The White 2016","Other White Blends from Australia","white wine","13"
"11426","Pio Cesare Barbaresco 2014","Nebbiolo from Barbaresco, Piedmont, Italy","red wine","75"
"11427","Pio Cesare Barbera d'Alba 2016","Barbera from Alba, Piedmont, Italy","red wine","25"
"11428","Pio Cesare L'Altro Chardonnay 2017","Chardonnay from Piedmont, Italy","white wine","24"
"11429","Pio Cesare Il Bricco Barbaresco 2010","Nebbiolo from Barbaresco, Piedmont, Italy","red wine","115"
"11430","Pio Cesare Barolo Ornato 2014","Nebbiolo from Barolo, Piedmont, Italy","red wine","140"
"11431","Pio Cesare Cortese di Gavi 2017","Cortese from Gavi, Piedmont, Italy","white wine","24"
"11432","Pio Cesare Barolo Chinato","Nebbiolo from Barolo, Piedmont, Italy","red wine","90"
"11433","Pio Cesare Moscato d'Asti 2017","Muscat from Asti, Piedmont, Italy","white wine","20"
"11434","Pio Cesare L'Altro Chardonnay 2016","Chardonnay from Piedmont, Italy","white wine","24"
"11435","Pio Cesare Barolo 2014","Nebbiolo from Barolo, Piedmont, Italy","red wine","82"
"11436","Pio Cesare Moscato d'Asti 2016","Muscat from Asti, Piedmont, Italy","white wine","24"
"11437","Pio Cesare Dolcetto d'Alba 2016","Dolcetto from Alba, Piedmont, Italy","red wine","26"
"11438","Pip Chardonnay 2014","Chardonnay from Sonoma Coast, Sonoma County, California","white wine","22"
"11439","Pip Pinot Noir 2014","Pinot Noir from Sonoma Coast, Sonoma County, California","red wine","30"
"11440","Piper-Heidsieck Brut Vintage Rare with Gift Box 2002","Vintage Sparkling Wine from Champagne, France","sparkling & champagne","160"
"11441","Piper-Heidsieck Sublime Demi-Sec","Non-Vintage Sparkling Wine from Champagne, France","sparkling & champagne","60"
"11442","Piper-Heidsieck Cuvee Brut","Non-Vintage Sparkling Wine from Champagne, France","sparkling & champagne","50"
"11443","Piper-Heidsieck Cuvee Brut (375ML half-bottle)","Non-Vintage Sparkling Wine from Champagne, France","sparkling & champagne","25"
"11444","Piper-Heidsieck Brut Vintage 2008","Vintage Sparkling Wine from Champagne, France","sparkling & champagne","72"
"11445","Piper-Heidsieck Brut Vintage Rare in Gift Box (1.5 Liter Magnum) 1998","Vintage Sparkling Wine from Champagne, France","sparkling & champagne","450"
"11446","Piper-Heidsieck Cuvee Brut (3.0 Liter Bottle - Jeroboam)","Non-Vintage Sparkling Wine from Champagne, France","sparkling & champagne","350"
"11447","Piper-Heidsieck Rare Rose with Gift Box 2007","Rosé Sparkling Wine from Champagne, France","sparkling & champagne","469"
"11448","Piper-Heidsieck Cuvee Brut (1.5 Liter Magnum)","Non-Vintage Sparkling Wine from Champagne, France","sparkling & champagne","100"
"11449","Piper-Heidsieck Rose Sauvage","Rosé Sparkling Wine from Champagne, France","sparkling & champagne","60"
"11450","Piper-Heidsieck Rose Sauvage (375ML half-bottle)","Rosé Sparkling Wine from Champagne, France","sparkling & champagne","40"
"11451","Piper-Heidsieck Cuvee Brut in Neoprene Ice Jacket","Non-Vintage Sparkling Wine from Champagne, France","sparkling & champagne","50"
"11452","Pirathon Shiraz 2015","Syrah/Shiraz from Barossa Valley, Barossa, Australia","red wine","28"
"11453","Pirouette 2015","Bordeaux Red Blends from Columbia Valley, Washington","red wine","60"
"11454","Pizzolato Prosecco Fields Brut","Non-Vintage Sparkling Wine from Prosecco, Italy","sparkling & champagne","13"
"11455","PKNT Reserve Pinot Noir 2017","Pinot Noir from Rapel Valley, Chile","red wine","9"
"11456","PKNT Reserve Sauvignon Blanc 2018","Sauvignon Blanc from Rapel Valley, Chile","white wine","10"
"11457","PKNT Reserve Cabernet Sauvignon 2017","Cabernet Sauvignon from Chile","red wine","10"
"11458","Placido Pinot Grigio 2017","Pinot Gris/Grigio from Veneto, Italy","white wine","11"
"11459","Plan Pegau Estate Red 2013","Rhone Red Blends from France","red wine","20"
"11460","Planeta Etna Bianco 2016","Other White Wine from Sicily, Italy","white wine","28"
"11461","Planeta Burdese 2013","Bordeaux Red Blends from Sicily, Italy","red wine","40"
"11462","Planeta Cerasuolo di Vittoria 2016","Other Red Blends from Sicily, Italy","red wine","22"
